angle,direction,length,order,shape,color
123.0,left,,61,twirl,red
,forward,100.0,49,box_flower,purple
,forward,80.0,18,star,blue
,forward,150.0,84,twirl,purple
135.0,left,,43,flower,purple
,forward,100.0,2,flower,brown
,forward,100.0,38,flower,red
,forward,100.0,146,box_flower,black
,forward,100.0,150,box_flower,yellow
-48.0,right,,3,star,black
,forward,100.0,141,box_flower,yellow
120.0,right,,5,star,purple
123.0,left,,85,twirl,blue
,forward,100.0,105,box_flower,yellow
144.0,right,,37,spiral_star,black
,forward,25.0,85,circle,purple
90.0,left,,106,box_flower,green
135.0,left,,120,flower,red
,forward,100.0,29,box_flower,brown
90.0,left,,16,box_flower,purple
,forward,100.0,74,flower,red
,forward,270.0,54,spiral_star,brown
,forward,150.0,64,twirl,green
,forward,100.0,128,box_flower,red
,forward,25.0,91,circle,blue
,forward,100.0,112,flower,red
,forward,150.0,22,twirl,purple
,forward,100.0,0,box_flower,black
90.0,left,,1,box,green
,forward,100.0,54,box_flower,blue
123.0,left,,81,twirl,green
20.0,left,,62,flower,blue
,forward,100.0,42,flower,black
,forward,100.0,33,box_flower,green
20.0,left,,116,flower,black
,forward,100.0,9,flower,green
90.0,left,,32,box_flower,blue
123.0,left,,59,twirl,yellow
20.0,left,,80,flower,black
45.0,left,,127,flower,brown
135.0,left,,43,flower,green
,forward,150.0,36,twirl,blue
135.0,left,,66,flower,green
,forward,100.0,144,box_flower,blue
,forward,100.0,135,flower,yellow
123.0,left,,33,twirl,yellow
20.0,left,,143,box_flower,green
,forward,100.0,47,flower,black
,forward,150.0,30,twirl,purple
90.0,left,,124,box_flower,blue
135.0,left,,39,flower,green
45.0,left,,113,flower,black
,forward,150.0,86,twirl,red
144.0,right,,39,spiral_star,red
123.0,left,,23,twirl,red
,forward,100.0,121,flower,purple
,forward,100.0,146,box_flower,yellow
90.0,left,,111,box_flower,purple
,forward,100.0,155,flower,blue
,forward,100.0,103,box_flower,brown
,forward,320.0,64,spiral_star,blue
144.0,right,,23,spiral_star,blue
144.0,right,,65,spiral_star,red
45.0,left,,136,flower,brown
,forward,150.0,64,twirl,red
123.0,left,,63,twirl,purple
123.0,left,,79,twirl,red
135.0,left,,106,flower,blue
,forward,100.0,33,flower,yellow
135.0,left,,79,flower,purple
90.0,left,,142,box_flower,brown
,forward,100.0,159,flower,green
90.0,left,,39,box_flower,brown
20.0,left,,53,flower,blue
,forward,150.0,90,twirl,yellow
,forward,25.0,99,circle,red
135.0,left,,88,flower,black
,forward,150.0,50,twirl,green
120.0,right,,9,star,purple
,forward,100.0,126,flower,black
20.0,left,,17,box_flower,brown
,forward,120.0,24,spiral_star,purple
135.0,left,,48,flower,green
135.0,left,,93,flower,yellow
20.0,left,,89,box_flower,green
,forward,100.0,139,flower,red
45.0,left,,109,flower,brown
,forward,100.0,103,flower,purple
90.0,left,,57,box_flower,black
123.0,left,,17,twirl,black
,forward,100.0,58,flower,brown
,forward,100.0,27,box_flower,blue
,forward,180.0,36,spiral_star,green
,forward,80.0,12,star,yellow
45.0,left,,91,flower,red
20.0,left,,17,flower,red
,forward,100.0,132,box_flower,green
,forward,100.0,27,box_flower,brown
,forward,300.0,60,spiral_star,purple
,forward,150.0,82,twirl,red
,forward,25.0,81,circle,green
,forward,25.0,97,circle,blue
45.0,left,,118,flower,brown
,forward,25.0,103,circle,brown
144.0,right,,51,spiral_star,green
90.0,left,,149,box_flower,green
,forward,100.0,119,box_flower,yellow
135.0,left,,48,flower,purple
,forward,80.0,18,star,green
,forward,25.0,87,circle,blue
,forward,100.0,47,box_flower,red
144.0,right,,13,spiral_star,green
90.0,left,,138,box_flower,yellow
,forward,190.0,38,spiral_star,blue
,forward,150.0,4,twirl,black
,forward,100.0,150,flower,purple
20.0,left,,80,flower,yellow
,forward,25.0,89,circle,blue
20.0,right,,72,circle,purple
20.0,left,,35,flower,brown
,forward,100.0,159,flower,red
144.0,right,,33,spiral_star,purple
123.0,left,,57,twirl,black
,forward,100.0,74,box_flower,black
90.0,left,,14,box_flower,red
90.0,left,,91,box_flower,brown
123.0,left,,35,twirl,purple
90.0,left,,111,box_flower,yellow
,forward,100.0,137,flower,red
,forward,80.0,16,spiral_star,black
123.0,left,,19,twirl,brown
,forward,100.0,132,flower,red
,forward,100.0,45,box_flower,green
123.0,left,,75,twirl,green
123.0,left,,95,twirl,purple
,forward,25.0,107,circle,yellow
135.0,left,,160,flower,purple
,forward,40.0,8,spiral_star,blue
45.0,left,,109,flower,black
90.0,left,,109,box_flower,green
,forward,100.0,87,box_flower,black
90.0,left,,147,box_flower,brown
135.0,left,,111,flower,yellow
20.0,left,,44,flower,purple
123.0,left,,9,twirl,brown
135.0,left,,3,flower,red
,forward,150.0,58,twirl,black
135.0,left,,39,flower,red
123.0,left,,95,twirl,green
123.0,left,,91,twirl,green
,forward,100.0,119,box_flower,blue
,forward,100.0,132,flower,yellow
123.0,left,,87,twirl,blue
,forward,100.0,74,flower,yellow
,forward,100.0,123,box_flower,brown
123.0,left,,35,twirl,red
,forward,100.0,9,flower,brown
20.0,left,,62,box_flower,yellow
135.0,left,,147,flower,green
,forward,150.0,6,twirl,green
,forward,25.0,93,circle,purple
144.0,right,,49,spiral_star,brown
45.0,left,,95,flower,brown
,forward,25.0,91,circle,green
90.0,left,,48,box_flower,green
123.0,left,,83,twirl,green
144.0,right,,65,spiral_star,purple
,forward,100.0,126,box_flower,yellow
135.0,left,,124,flower,yellow
135.0,left,,156,flower,purple
90.0,left,,136,box_flower,black
,forward,150.0,62,twirl,blue
135.0,left,,151,flower,blue
,forward,25.0,95,circle,green
,forward,140.0,28,spiral_star,green
,forward,100.0,81,box_flower,blue
,forward,150.0,46,twirl,brown
,forward,100.0,112,box_flower,black
,forward,100.0,49,box_flower,brown
20.0,left,,152,flower,brown
20.0,right,,104,circle,red
,forward,0.0,0,spiral_star,red
144.0,right,,61,spiral_star,black
45.0,left,,23,flower,green
20.0,left,,161,box_flower,yellow
,forward,100.0,69,box_flower,red
90.0,left,,21,box_flower,yellow
,forward,150.0,96,twirl,purple
90.0,left,,77,box_flower,blue
90.0,left,,77,box_flower,brown
20.0,left,,161,flower,blue
90.0,left,,75,box_flower,brown
,forward,150.0,82,twirl,purple
123.0,left,,3,twirl,green
,forward,100.0,58,box_flower,green
,forward,100.0,141,flower,purple
90.0,left,,102,box_flower,purple
90.0,left,,118,box_flower,red
,forward,100.0,65,flower,brown
,forward,100.0,0,box,red
90.0,left,,30,box_flower,yellow
144.0,right,,3,spiral_star,green
,forward,100.0,22,box_flower,purple
45.0,left,,10,flower,red
144.0,right,,25,spiral_star,black
135.0,left,,34,flower,brown
20.0,left,,62,box_flower,brown
123.0,left,,25,twirl,black
90.0,left,,61,box_flower,blue
,forward,80.0,4,star,blue
,forward,100.0,130,box_flower,red
90.0,left,,122,box_flower,red
123.0,left,,37,twirl,yellow
,forward,80.0,10,star,blue
,forward,100.0,36,box_flower,brown
123.0,left,,67,twirl,blue
,forward,25.0,81,circle,black
123.0,left,,93,twirl,green
,forward,100.0,69,flower,green
,forward,100.0,132,box_flower,purple
135.0,left,,34,flower,blue
90.0,left,,46,box_flower,blue
90.0,left,,5,box,brown
20.0,left,,71,flower,green
,forward,100.0,155,flower,green
,forward,310.0,62,spiral_star,brown
,forward,100.0,15,box_flower,green
20.0,left,,107,flower,black
135.0,left,,52,flower,green
,forward,100.0,132,flower,green
135.0,left,,106,flower,purple
135.0,left,,88,flower,red
135.0,left,,7,flower,red
90.0,left,,1,box,red
,forward,150.0,62,twirl,green
144.0,right,,39,spiral_star,brown
90.0,left,,122,box_flower,black
45.0,left,,82,flower,black
,forward,100.0,36,flower,brown
,forward,25.0,93,circle,brown
,forward,150.0,52,twirl,yellow
,forward,100.0,60,flower,red
,forward,150.0,76,twirl,brown
,forward,100.0,130,flower,red
45.0,left,,37,flower,black
,forward,100.0,123,box_flower,red
,forward,100.0,119,flower,blue
,forward,100.0,56,flower,red
90.0,left,,59,box_flower,black
20.0,left,,89,box_flower,blue
,forward,100.0,20,spiral_star,brown
,forward,150.0,80,twirl,brown
,forward,100.0,20,spiral_star,purple
45.0,left,,100,flower,green
,forward,100.0,20,box_flower,green
120.0,right,,5,star,black
,forward,100.0,45,box_flower,yellow
,forward,150.0,36,twirl,purple
20.0,left,,17,flower,yellow
20.0,right,,94,circle,red
20.0,left,,161,flower,yellow
123.0,left,,63,twirl,brown
144.0,right,,23,spiral_star,brown
,forward,100.0,137,flower,black
135.0,left,,84,flower,brown
20.0,right,,96,circle,purple
,forward,150.0,60,twirl,blue
20.0,left,,116,box_flower,yellow
144.0,right,,55,spiral_star,green
90.0,left,,50,box_flower,red
123.0,left,,45,twirl,green
,forward,100.0,11,flower,brown
,forward,150.0,76,twirl,red
,forward,100.0,20,flower,black
,forward,150.0,74,twirl,green
,forward,150.0,98,twirl,yellow
,forward,150.0,96,twirl,black
,forward,150.0,46,twirl,blue
123.0,left,,71,twirl,brown
,forward,25.0,73,circle,yellow
,forward,100.0,38,flower,blue
,forward,80.0,6,star,brown
,forward,100.0,74,flower,blue
144.0,right,,33,spiral_star,blue
90.0,left,,93,box_flower,purple
,forward,80.0,8,star,blue
,forward,150.0,72,twirl,purple
45.0,left,,5,flower,black
,forward,25.0,101,circle,green
,forward,100.0,114,box_flower,purple
,forward,310.0,62,spiral_star,red
123.0,left,,87,twirl,red
135.0,left,,70,flower,green
,forward,120.0,24,spiral_star,green
,forward,100.0,38,box_flower,green
,forward,100.0,13,box_flower,red
,forward,150.0,90,twirl,black
90.0,left,,120,box_flower,yellow
144.0,right,,45,spiral_star,purple
,forward,150.0,58,twirl,brown
120.0,right,,5,star,red
,forward,340.0,68,spiral_star,red
,forward,25.0,99,circle,brown
144.0,right,,15,spiral_star,green
90.0,left,,122,box_flower,purple
135.0,left,,16,flower,brown
,forward,150.0,46,twirl,yellow
,forward,100.0,83,box_flower,green
,forward,10.0,2,spiral_star,black
20.0,left,,116,box_flower,red
,forward,100.0,58,flower,red
90.0,left,,34,box_flower,yellow
90.0,left,,154,box_flower,red
90.0,left,,95,box_flower,brown
,forward,310.0,62,spiral_star,yellow
45.0,left,,145,flower,purple
90.0,left,,147,box_flower,green
90.0,left,,48,box_flower,yellow
,forward,150.0,16,twirl,brown
,forward,100.0,56,box_flower,blue
90.0,left,,113,box_flower,red
135.0,left,,12,flower,brown
120.0,right,,13,star,black
,forward,100.0,123,box_flower,yellow
,forward,150.0,78,twirl,purple
,forward,150.0,50,twirl,red
90.0,left,,52,box_flower,yellow
144.0,right,,55,spiral_star,yellow
135.0,left,,160,flower,blue
90.0,left,,115,box_flower,red
,forward,25.0,91,circle,brown
123.0,left,,1,twirl,blue
144.0,right,,49,spiral_star,green
,forward,10.0,2,spiral_star,brown
90.0,left,,7,box_flower,black
135.0,left,,70,flower,blue
,forward,100.0,11,box_flower,purple
,forward,100.0,56,flower,green
,forward,100.0,141,box_flower,black
144.0,right,,35,spiral_star,green
20.0,left,,143,flower,yellow
135.0,left,,39,flower,brown
,forward,100.0,130,box_flower,yellow
90.0,left,,136,box_flower,brown
,forward,100.0,49,flower,red
90.0,left,,154,box_flower,brown
,forward,150.0,58,twirl,red
120.0,right,,9,star,red
,forward,100.0,139,box_flower,green
20.0,left,,152,box_flower,yellow
90.0,left,,149,box_flower,purple
123.0,left,,99,twirl,blue
,forward,140.0,28,spiral_star,brown
20.0,left,,107,flower,brown
,forward,100.0,4,box,purple
,forward,150.0,78,twirl,black
90.0,left,,88,box_flower,red
144.0,right,,27,spiral_star,red
,forward,100.0,0,box,purple
,forward,25.0,95,circle,blue
123.0,left,,13,twirl,yellow
,forward,25.0,99,circle,green
45.0,left,,50,flower,blue
,forward,25.0,87,circle,purple
90.0,left,,102,box_flower,blue
,forward,100.0,67,box_flower,purple
90.0,left,,64,box_flower,green
,forward,150.0,84,twirl,black
20.0,left,,89,box_flower,purple
90.0,left,,50,box_flower,black
,forward,80.0,10,star,brown
90.0,left,,158,box_flower,purple
90.0,left,,102,box_flower,red
,forward,100.0,114,box_flower,green
90.0,left,,16,box_flower,green
,forward,100.0,99,flower,brown
90.0,left,,73,box_flower,red
123.0,left,,91,twirl,blue
123.0,left,,39,twirl,black
,forward,210.0,42,spiral_star,green
45.0,left,,109,flower,green
,forward,100.0,69,box_flower,purple
,forward,100.0,148,flower,yellow
,forward,150.0,32,twirl,purple
,forward,80.0,4,star,green
,forward,150.0,0,twirl,purple
144.0,right,,43,spiral_star,black
45.0,left,,104,flower,yellow
,forward,150.0,78,twirl,blue
90.0,left,,64,box_flower,yellow
,forward,150.0,66,twirl,blue
,forward,20.0,4,spiral_star,yellow
,forward,100.0,11,box_flower,black
,forward,100.0,92,flower,red
,forward,100.0,4,box,yellow
135.0,left,,84,flower,green
,forward,150.0,70,twirl,yellow
123.0,left,,83,twirl,blue
,forward,100.0,121,box_flower,brown
,forward,100.0,51,box_flower,brown
45.0,left,,140,flower,red
90.0,left,,160,box_flower,red
,forward,60.0,12,spiral_star,brown
135.0,left,,115,flower,purple
,forward,150.0,66,twirl,yellow
,forward,100.0,4,flower,blue
135.0,left,,111,flower,brown
90.0,left,,115,box_flower,blue
20.0,right,,76,circle,brown
,forward,270.0,54,spiral_star,black
45.0,left,,140,flower,yellow
,forward,80.0,4,star,yellow
,forward,100.0,60,box_flower,blue
,forward,150.0,20,twirl,yellow
135.0,left,,111,flower,green
20.0,right,,82,circle,black
90.0,left,,7,box_flower,purple
144.0,right,,9,spiral_star,blue
20.0,right,,86,circle,green
45.0,left,,122,flower,red
,forward,150.0,38,twirl,brown
135.0,left,,43,flower,blue
90.0,left,,109,box_flower,yellow
20.0,left,,62,flower,yellow
144.0,right,,67,spiral_star,purple
20.0,right,,88,circle,green
20.0,left,,125,flower,brown
90.0,left,,100,box_flower,green
45.0,left,,37,flower,green
20.0,right,,84,circle,yellow
144.0,right,,23,spiral_star,green
123.0,left,,49,twirl,yellow
45.0,left,,68,flower,green
135.0,left,,21,flower,red
,forward,150.0,82,twirl,yellow
123.0,left,,35,twirl,black
,forward,100.0,150,flower,red
45.0,left,,77,flower,green
,forward,25.0,95,circle,red
20.0,left,,143,box_flower,blue
,forward,100.0,72,box_flower,brown
20.0,left,,35,box_flower,green
90.0,left,,59,box_flower,purple
,forward,100.0,2,box,purple
20.0,right,,88,circle,blue
90.0,left,,95,box_flower,blue
,forward,100.0,4,box,red
,forward,150.0,32,twirl,brown
90.0,left,,145,box_flower,yellow
,forward,330.0,66,spiral_star,black
,forward,100.0,150,flower,brown
,forward,80.0,16,star,brown
,forward,150.0,26,twirl,blue
,forward,100.0,78,box_flower,blue
90.0,left,,61,box_flower,purple
45.0,left,,68,flower,black
,forward,150.0,26,twirl,black
,forward,25.0,95,circle,yellow
,forward,100.0,157,flower,green
,forward,110.0,22,spiral_star,green
,forward,150.0,68,twirl,brown
,forward,100.0,18,flower,green
,forward,150.0,86,twirl,black
,forward,150.0,76,twirl,purple
,forward,100.0,40,flower,brown
,forward,80.0,2,star,green
,forward,100.0,144,box_flower,purple
90.0,left,,19,box_flower,purple
135.0,left,,21,flower,black
20.0,left,,62,box_flower,green
,forward,100.0,65,flower,blue
90.0,left,,39,box_flower,yellow
,forward,100.0,146,box_flower,blue
135.0,left,,34,flower,green
,forward,280.0,56,spiral_star,green
,forward,100.0,123,flower,yellow
,forward,100.0,135,flower,green
135.0,left,,97,flower,green
,forward,100.0,56,flower,blue
,forward,25.0,101,circle,yellow
,forward,100.0,49,flower,yellow
20.0,right,,100,circle,blue
,forward,25.0,89,circle,purple
123.0,left,,87,twirl,yellow
144.0,right,,1,spiral_star,yellow
,forward,100.0,24,box_flower,black
,forward,100.0,11,flower,blue
90.0,left,,66,box_flower,red
,forward,150.0,92,twirl,purple
,forward,100.0,108,box_flower,blue
135.0,left,,97,flower,purple
,forward,100.0,65,flower,green
,forward,100.0,87,flower,green
45.0,left,,23,flower,red
123.0,left,,55,twirl,red
123.0,left,,71,twirl,yellow
135.0,left,,120,flower,yellow
144.0,right,,15,spiral_star,brown
90.0,left,,111,box_flower,brown
144.0,right,,21,spiral_star,black
20.0,left,,53,flower,purple
,forward,100.0,4,box_flower,blue
,forward,100.0,74,box_flower,green
,forward,100.0,18,box_flower,purple
,forward,100.0,47,box_flower,blue
,forward,100.0,13,flower,yellow
123.0,left,,59,twirl,brown
123.0,left,,59,twirl,red
,forward,150.0,68,twirl,green
,forward,25.0,79,circle,red
,forward,170.0,34,spiral_star,brown
,forward,270.0,54,spiral_star,red
20.0,left,,71,flower,purple
135.0,left,,138,flower,purple
,forward,150.0,30,spiral_star,green
,forward,100.0,49,box_flower,red
135.0,left,,151,flower,red
,forward,180.0,36,spiral_star,red
123.0,left,,11,twirl,black
,forward,100.0,45,flower,brown
90.0,left,,30,box_flower,purple
,forward,100.0,92,box_flower,red
135.0,left,,115,flower,black
90.0,left,,32,box_flower,purple
45.0,left,,1,flower,brown
,forward,100.0,24,flower,green
135.0,left,,124,flower,green
20.0,left,,53,box_flower,purple
,forward,100.0,101,flower,red
,forward,25.0,101,circle,blue
90.0,left,,64,box_flower,black
,forward,100.0,18,flower,red
123.0,left,,11,twirl,red
,forward,160.0,32,spiral_star,yellow
123.0,left,,65,twirl,blue
123.0,left,,81,twirl,black
,forward,100.0,67,box_flower,brown
,forward,90.0,18,spiral_star,brown
,forward,290.0,58,spiral_star,brown
,forward,100.0,33,flower,purple
45.0,left,,113,flower,red
90.0,left,,142,box_flower,blue
,forward,100.0,135,flower,purple
20.0,left,,44,flower,yellow
,forward,100.0,6,box,brown
,forward,25.0,79,circle,green
,forward,100.0,126,box_flower,red
,forward,100.0,36,flower,blue
,forward,25.0,83,circle,red
,forward,100.0,117,box_flower,red
,forward,80.0,6,star,black
,forward,100.0,101,box_flower,black
,forward,25.0,75,circle,yellow
,forward,25.0,83,circle,black
,forward,150.0,62,twirl,black
,forward,100.0,69,box_flower,brown
,forward,150.0,68,twirl,yellow
,forward,100.0,85,box_flower,red
120.0,right,,9,star,brown
123.0,left,,49,twirl,purple
90.0,left,,77,box_flower,yellow
90.0,left,,77,box_flower,black
,forward,100.0,51,flower,brown
,forward,100.0,101,box_flower,yellow
144.0,right,,5,spiral_star,black
45.0,left,,91,flower,blue
20.0,left,,71,flower,blue
,forward,25.0,85,circle,brown
20.0,right,,74,circle,purple
,forward,150.0,36,twirl,black
144.0,right,,5,spiral_star,green
45.0,left,,82,flower,yellow
,forward,100.0,49,flower,black
45.0,left,,86,flower,blue
,forward,100.0,2,box_flower,yellow
,forward,100.0,139,flower,green
,forward,150.0,20,twirl,green
144.0,right,,19,spiral_star,yellow
,forward,100.0,103,flower,green
20.0,right,,78,circle,blue
,forward,270.0,54,spiral_star,blue
123.0,left,,19,twirl,red
90.0,left,,73,box_flower,brown
123.0,left,,47,twirl,green
,forward,100.0,117,flower,purple
,forward,100.0,126,flower,blue
,forward,100.0,108,box_flower,green
90.0,left,,136,box_flower,green
90.0,left,,160,box_flower,brown
,forward,100.0,69,flower,red
,forward,100.0,29,flower,brown
,forward,100.0,83,flower,brown
,forward,100.0,117,box_flower,yellow
,forward,150.0,84,twirl,yellow
20.0,right,,102,circle,green
,forward,100.0,96,flower,blue
45.0,left,,158,flower,blue
90.0,left,,5,box_flower,brown
,forward,240.0,48,spiral_star,yellow
20.0,left,,107,flower,green
,forward,300.0,60,spiral_star,yellow
123.0,left,,31,twirl,yellow
90.0,left,,129,box_flower,brown
,forward,100.0,36,box_flower,green
90.0,left,,3,box,blue
,forward,100.0,146,flower,black
144.0,right,,15,spiral_star,black
144.0,right,,65,spiral_star,blue
90.0,left,,50,box_flower,blue
,forward,60.0,12,spiral_star,yellow
,forward,100.0,60,flower,blue
90.0,left,,131,box_flower,brown
45.0,left,,28,flower,green
,forward,100.0,83,flower,yellow
,forward,150.0,20,twirl,red
135.0,left,,142,flower,brown
,forward,25.0,107,circle,red
,forward,150.0,70,twirl,brown
123.0,left,,61,twirl,purple
90.0,left,,124,box_flower,brown
,forward,100.0,2,box_flower,purple
45.0,left,,100,flower,red
-48.0,right,,19,star,black
90.0,left,,91,box_flower,red
123.0,left,,73,twirl,yellow
,forward,150.0,62,twirl,purple
45.0,left,,28,flower,red
123.0,left,,17,twirl,brown
45.0,left,,131,flower,green
,forward,100.0,24,flower,purple
,forward,150.0,86,twirl,green
,forward,150.0,10,twirl,yellow
144.0,right,,69,spiral_star,blue
,forward,100.0,20,spiral_star,black
,forward,100.0,49,flower,green
20.0,left,,125,flower,yellow
90.0,left,,113,box_flower,brown
,forward,100.0,121,flower,brown
45.0,left,,104,flower,black
90.0,left,,7,box,brown
,forward,100.0,4,box,green
,forward,100.0,9,flower,black
123.0,left,,55,twirl,blue
,forward,100.0,6,box_flower,brown
123.0,left,,47,twirl,blue
90.0,left,,1,box,blue
,forward,25.0,77,circle,red
123.0,left,,13,twirl,red
,forward,100.0,108,box_flower,yellow
90.0,left,,25,box_flower,black
,forward,100.0,56,box_flower,red
,forward,200.0,40,spiral_star,green
,forward,100.0,85,flower,purple
135.0,left,,111,flower,red
144.0,right,,67,spiral_star,brown
,forward,150.0,86,twirl,blue
144.0,right,,37,spiral_star,green
90.0,left,,160,box_flower,black
144.0,right,,15,spiral_star,red
-48.0,right,,7,star,black
,forward,25.0,99,circle,blue
123.0,left,,97,twirl,black
,forward,100.0,27,box_flower,green
90.0,left,,59,box_flower,blue
144.0,right,,61,spiral_star,green
90.0,left,,133,box_flower,black
90.0,left,,93,box_flower,brown
90.0,left,,131,box_flower,green
45.0,left,,50,flower,green
,forward,100.0,0,box,yellow
,forward,100.0,110,box_flower,blue
,forward,100.0,114,flower,red
90.0,left,,122,box_flower,brown
,forward,150.0,42,twirl,black
,forward,100.0,135,box_flower,yellow
,forward,80.0,16,star,green
135.0,left,,124,flower,purple
,forward,100.0,51,box_flower,black
123.0,left,,55,twirl,black
,forward,100.0,72,box_flower,red
,forward,100.0,31,flower,brown
,forward,100.0,99,flower,black
135.0,left,,16,flower,purple
90.0,left,,21,box_flower,purple
90.0,left,,154,box_flower,blue
144.0,right,,39,spiral_star,black
,forward,100.0,72,flower,blue
,forward,100.0,2,flower,black
-48.0,right,,15,star,green
,forward,100.0,47,flower,yellow
90.0,left,,3,box_flower,yellow
,forward,100.0,31,flower,red
,forward,150.0,2,twirl,brown
,forward,150.0,98,twirl,red
90.0,left,,12,box_flower,purple
,forward,25.0,75,circle,black
90.0,left,,37,box_flower,green
45.0,left,,104,flower,blue
20.0,left,,116,flower,purple
,forward,100.0,105,box_flower,red
135.0,left,,111,flower,blue
90.0,left,,34,box_flower,brown
123.0,left,,23,twirl,purple
,forward,100.0,141,box_flower,blue
135.0,left,,93,flower,green
135.0,left,,30,flower,blue
,forward,150.0,46,twirl,black
45.0,left,,41,flower,purple
,forward,100.0,103,box_flower,purple
,forward,80.0,14,star,green
45.0,left,,77,flower,brown
135.0,left,,16,flower,yellow
144.0,right,,25,spiral_star,green
,forward,100.0,76,flower,black
144.0,right,,3,spiral_star,blue
,forward,150.0,34,twirl,purple
,forward,80.0,14,star,brown
144.0,right,,47,spiral_star,green
,forward,100.0,137,flower,purple
20.0,left,,125,box_flower,brown
20.0,left,,161,box_flower,brown
90.0,left,,97,box_flower,brown
,forward,100.0,81,flower,green
144.0,right,,69,spiral_star,yellow
20.0,left,,152,flower,red
90.0,left,,127,box_flower,yellow
90.0,left,,37,box_flower,yellow
45.0,left,,122,flower,purple
,forward,100.0,139,flower,purple
,forward,100.0,146,box_flower,red
,forward,100.0,76,flower,yellow
45.0,left,,50,flower,black
45.0,left,,109,flower,yellow
,forward,100.0,22,flower,brown
,forward,100.0,155,flower,purple
,forward,100.0,11,flower,purple
,forward,240.0,48,spiral_star,brown
20.0,left,,80,box_flower,black
20.0,left,,161,box_flower,green
45.0,left,,14,flower,blue
,forward,100.0,96,box_flower,blue
144.0,right,,37,spiral_star,blue
,forward,150.0,24,twirl,red
,forward,40.0,8,spiral_star,red
,forward,100.0,45,flower,black
90.0,left,,151,box_flower,black
,forward,25.0,95,circle,black
135.0,left,,75,flower,red
,forward,100.0,78,flower,black
,forward,140.0,28,spiral_star,black
,forward,100.0,31,box_flower,blue
,forward,150.0,22,twirl,green
123.0,left,,95,twirl,yellow
20.0,right,,102,circle,purple
,forward,100.0,65,box_flower,purple
,forward,100.0,18,flower,black
,forward,100.0,119,flower,red
,forward,100.0,126,flower,red
20.0,left,,71,box_flower,red
,forward,100.0,81,flower,yellow
,forward,200.0,40,spiral_star,red
,forward,100.0,18,box_flower,yellow
45.0,left,,77,flower,red
144.0,right,,61,spiral_star,brown
144.0,right,,27,spiral_star,black
,forward,150.0,20,twirl,purple
144.0,right,,9,spiral_star,purple
90.0,left,,5,box,black
90.0,left,,39,box_flower,green
135.0,left,,102,flower,purple
144.0,right,,59,spiral_star,purple
144.0,right,,23,spiral_star,purple
,forward,100.0,22,box_flower,green
,forward,150.0,28,twirl,black
,forward,100.0,92,box_flower,brown
,forward,100.0,105,box_flower,brown
,forward,290.0,58,spiral_star,black
,forward,150.0,64,twirl,brown
90.0,left,,28,box_flower,purple
20.0,left,,161,box_flower,red
123.0,left,,19,twirl,purple
120.0,right,,17,star,purple
,forward,100.0,29,box_flower,black
123.0,left,,11,twirl,blue
123.0,left,,1,twirl,green
,forward,150.0,70,twirl,blue
,forward,150.0,66,twirl,purple
,forward,100.0,87,flower,brown
144.0,right,,65,spiral_star,yellow
,forward,100.0,6,box_flower,purple
,forward,100.0,45,box_flower,blue
123.0,left,,95,twirl,blue
,forward,100.0,155,box_flower,yellow
,forward,100.0,47,flower,blue
,forward,25.0,93,circle,red
135.0,left,,160,flower,brown
,forward,25.0,103,circle,green
144.0,right,,55,spiral_star,purple
90.0,left,,16,box_flower,blue
135.0,left,,120,flower,brown
135.0,left,,3,flower,blue
,forward,100.0,74,box_flower,purple
,forward,280.0,56,spiral_star,purple
135.0,left,,52,flower,black
123.0,left,,25,twirl,red
,forward,100.0,49,box_flower,black
,forward,150.0,98,twirl,blue
135.0,left,,7,flower,black
90.0,left,,50,box_flower,purple
123.0,left,,55,twirl,green
,forward,100.0,112,box_flower,purple
135.0,left,,25,flower,purple
,forward,100.0,51,box_flower,red
,forward,150.0,48,twirl,yellow
90.0,left,,127,box_flower,red
,forward,80.0,16,star,yellow
90.0,left,,14,box_flower,purple
20.0,right,,106,circle,red
,forward,30.0,6,spiral_star,blue
45.0,left,,46,flower,brown
,forward,100.0,119,box_flower,green
,forward,150.0,4,twirl,brown
20.0,left,,89,flower,brown
90.0,left,,1,box,yellow
,forward,100.0,69,box_flower,yellow
20.0,left,,107,flower,blue
,forward,100.0,132,box_flower,black
,forward,100.0,99,box_flower,green
,forward,150.0,2,twirl,yellow
135.0,left,,160,flower,red
,forward,100.0,38,box_flower,brown
,forward,100.0,137,box_flower,red
,forward,150.0,78,twirl,red
144.0,right,,17,spiral_star,purple
90.0,left,,32,box_flower,yellow
20.0,right,,92,circle,yellow
,forward,150.0,64,twirl,yellow
,forward,100.0,155,flower,red
,forward,100.0,9,box_flower,yellow
135.0,left,,48,flower,brown
,forward,100.0,67,box_flower,yellow
120.0,right,,17,star,black
,forward,100.0,45,flower,green
45.0,left,,32,flower,brown
144.0,right,,27,spiral_star,blue
,forward,25.0,89,circle,red
20.0,left,,53,box_flower,green
20.0,left,,17,box_flower,purple
,forward,100.0,155,box_flower,black
144.0,right,,35,spiral_star,brown
123.0,left,,87,twirl,purple
,forward,150.0,34,twirl,green
,forward,150.0,56,twirl,black
,forward,150.0,30,spiral_star,red
135.0,left,,129,flower,green
135.0,left,,129,flower,brown
,forward,100.0,85,box_flower,blue
144.0,right,,23,spiral_star,yellow
135.0,left,,160,flower,green
90.0,left,,147,box_flower,purple
